Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index,Double_Sleep_Hours,Hours_Studied_x_Sleep_Hours,Previous_Scores_x_Sample_Papers,Mean,Var
6,52,0,6,4,42.0,36,36,208,17.0,545.3333333333333
8,44,1,5,6,39.0,25,40,264,15.75,356.25
7,89,1,9,5,82.0,81,63,445,27.5,1683.6666666666665
6,62,1,5,1,48.0,25,30,62,18.5,845.6666666666666
9,97,1,7,8,95.0,49,63,776,30.25,1980.9166666666665
9,95,0,8,4,92.0,64,72,380,29.0,1940.6666666666665
1,63,0,9,1,36.0,81,9,63,18.5,894.3333333333333
1,68,0,5,5,37.0,25,5,340,19.75,1038.25
1,87,1,9,9,65.0,81,9,783,26.5,1641.0
8,86,1,6,4,82.0,36,48,344,26.0,1602.6666666666665
7,47,0,7,1,37.0,49,49,47,15.5,449.0
3,65,1,5,9,45.0,25,15,585,20.5,886.3333333333333
2,54,1,8,9,34.0,64,16,486,18.25,577.5833333333333
4,96,0,9,6,78.0,81,36,576,28.75,2014.25
3,40,1,8,9,18.0,64,24,360,15.0,284.66666666666663
7,67,0,9,1,59.0,81,63,67,21.0,952.0
8,88,1,5,6,82.0,25,40,528,26.75,1668.9166666666665
6,86,1,7,5,75.0,49,42,430,26.0,1600.6666666666665
3,85,1,4,3,65.0,16,12,255,23.75,1667.5833333333333
6,53,1,5,3,40.0,25,30,159,16.75,585.5833333333333
2,81,1,8,5,60.0,64,16,405,24.0,1450.0
7,73,0,4,8,67.0,16,28,584,23.0,1114.0
7,98,0,7,9,95.0,49,49,882,30.25,2040.9166666666665
4,70,1,8,5,56.0,64,32,350,21.75,1037.5833333333333
8,45,1,7,5,35.0,49,56,225,16.25,368.91666666666663
4,88,0,9,0,73.0,81,36,0,25.25,1763.5833333333333
7,44,0,5,4,37.0,25,35,176,15.0,375.3333333333333
4,70,1,7,0,53.0,49,28,0,20.25,1108.25
5,76,0,8,8,62.0,64,40,608,24.25,1192.25
7,54,0,5,9,44.0,25,35,486,18.75,554.9166666666666
3,54,0,8,3,36.0,64,24,162,17.0,614.0
5,91,1,8,1,76.0,64,40,91,26.25,1871.5833333333333
3,82,0,4,8,60.0,16,12,656,24.25,1486.9166666666665
5,44,0,6,5,28.0,36,30,220,15.0,374.0
3,67,0,7,9,48.0,49,21,603,21.5,926.3333333333333
7,72,0,7,2,62.0,49,49,144,22.0,1116.6666666666665
1,50,1,4,1,19.0,16,4,50,14.0,578.0
9,82,0,9,5,80.0,81,81,410,26.25,1384.9166666666665
9,45,0,7,9,46.0,49,63,405,17.5,337.0
5,62,0,4,5,47.0,16,20,310,19.0,822.0
9,79,1,7,8,79.0,49,63,632,25.75,1260.9166666666665
6,41,1,7,4,27.0,49,42,164,14.5,313.66666666666663
5,54,1,8,8,43.0,64,40,432,18.75,554.25
3,62,0,4,4,43.0,16,12,248,18.25,850.9166666666666
8,61,0,9,1,56.0,81,72,61,19.75,768.9166666666666
4,48,0,7,0,27.0,49,28,0,14.75,499.5833333333333
3,86,1,9,8,70.0,81,27,688,26.5,1580.3333333333333
6,79,0,6,9,70.0,36,36,711,25.0,1298.0
8,69,0,4,6,61.0,16,32,414,21.75,994.9166666666666
9,55,1,4,2,53.0,16,36,110,17.5,633.6666666666666
6,98,0,4,5,87.0,16,24,490,28.25,2162.9166666666665
5,85,0,8,9,68.0,64,40,765,26.75,1510.9166666666665
2,86,1,4,3,61.0,16,8,258,23.75,1722.9166666666665
2,91,1,8,8,70.0,64,16,728,27.25,1814.25
9,69,1,6,1,65.0,36,54,69,21.25,1024.25
2,84,1,5,3,61.0,25,10,252,23.5,1628.3333333333333
2,48,1,8,0,27.0,64,16,0,14.5,510.3333333333333
3,40,0,7,6,22.0,49,21,240,14.0,303.3333333333333
3,98,1,4,3,81.0,16,12,294,27.0,2240.6666666666665
4,77,0,5,4,60.0,25,20,308,22.5,1320.3333333333333
7,47,0,8,0,41.0,64,56,0,15.5,453.66666666666663
9,98,1,9,1,98.0,81,81,98,29.25,2114.9166666666665
2,98,1,9,3,79.0,81,18,294,28.0,2187.333333333333
4,91,0,7,1,77.0,49,28,91,25.75,1898.25
9,57,0,5,0,51.0,25,45,0,17.75,698.25
2,66,0,6,9,43.0,36,12,594,20.75,918.25
1,57,1,8,0,27.0,64,8,0,16.5,741.6666666666666
8,71,0,9,5,69.0,81,72,355,23.25,1016.25
9,97,1,9,1,98.0,81,81,97,29.0,2069.333333333333
7,88,0,8,2,80.0,64,56,176,26.25,1701.5833333333333
8,71,0,9,4,68.0,81,72,284,23.0,1028.6666666666665
4,92,0,6,2,76.0,36,24,184,26.0,1938.6666666666665
4,87,1,9,5,72.0,81,36,435,26.25,1644.9166666666665
2,84,1,8,6,64.0,64,16,504,25.0,1553.3333333333333
8,93,0,4,9,87.0,16,32,837,28.5,1853.6666666666665
2,75,0,9,5,53.0,81,18,375,22.75,1221.5833333333333
9,75,0,8,1,71.0,64,72,75,23.25,1202.9166666666665
4,60,1,4,8,40.0,16,16,480,19.0,750.6666666666666
1,85,1,9,1,58.0,81,9,85,24.0,1668.0
4,71,1,9,5,55.0,81,36,355,22.25,1060.9166666666665
3,70,1,8,8,50.0,64,24,560,22.25,1018.9166666666666
6,76,1,7,8,64.0,49,42,608,24.25,1190.9166666666665
7,55,0,7,1,44.0,49,49,55,17.5,633.0
8,85,0,5,8,79.0,25,40,680,26.5,1523.0
2,85,0,7,7,65.0,49,14,595,25.25,1592.25
6,53,1,6,6,37.0,36,36,318,17.75,552.25
6,96,0,5,7,85.0,25,30,672,28.5,2025.6666666666665
5,63,1,7,9,48.0,49,35,567,21.0,786.6666666666666
7,64,1,4,7,55.0,16,28,448,20.5,843.0
3,85,0,8,0,64.0,64,24,0,24.0,1664.6666666666665
4,90,0,7,8,74.0,49,28,720,27.25,1752.9166666666665
9,74,1,4,5,67.0,16,36,370,23.0,1160.6666666666665
4,56,1,5,0,38.0,25,20,0,16.25,706.9166666666666
3,85,0,8,0,65.0,64,24,0,24.0,1664.6666666666665
2,81,1,7,6,60.0,49,14,486,24.0,1448.6666666666665
5,84,1,5,9,72.0,25,25,756,25.75,1511.5833333333333
4,93,1,7,1,73.0,49,28,93,26.25,1986.25
8,43,0,5,5,34.0,25,40,215,15.25,344.25
7,50,1,7,4,45.0,49,49,200,17.0,486.0
6,86,1,4,4,75.0,16,24,344,25.0,1654.6666666666665
2,54,1,6,9,28.0,36,12,486,17.75,592.25
3,69,1,4,5,48.0,16,12,345,20.25,1056.9166666666665
9,63,1,8,7,64.0,64,72,441,21.75,756.9166666666666
9,41,1,7,4,42.0,49,63,164,15.25,298.91666666666663
5,82,1,6,7,72.0,36,30,574,25.0,1444.6666666666665
3,73,0,6,4,52.0,36,18,292,21.5,1180.3333333333333
2,62,0,8,9,40.0,64,16,558,20.25,784.25
8,70,0,8,5,61.0,64,64,350,22.75,994.25
6,76,1,6,7,66.0,36,36,532,23.75,1213.5833333333333
7,52,0,8,1,43.0,64,56,52,17.0,554.0
1,72,0,8,6,49.0,64,8,432,21.75,1130.9166666666665
1,46,1,7,2,16.0,49,7,92,14.0,462.0
2,71,0,4,8,46.0,16,8,568,21.25,1106.25
3,46,1,9,9,28.0,81,27,414,16.75,388.25
1,81,1,5,6,57.0,25,5,486,23.25,1486.9166666666665
5,77,1,6,2,62.0,36,30,154,22.5,1323.0
3,91,0,5,7,76.0,25,15,637,26.5,1851.6666666666665
1,83,1,6,9,56.0,36,6,747,24.75,1518.9166666666665
8,52,0,6,1,44.0,36,48,52,16.75,560.9166666666666
6,63,1,4,9,49.0,16,24,567,20.5,807.0
9,67,1,6,7,64.0,36,54,469,22.25,891.5833333333333
3,71,0,6,6,52.0,36,18,426,21.5,1091.0
9,82,1,4,4,79.0,16,36,328,24.75,1462.25
9,57,0,8,3,52.0,64,72,171,19.25,640.25
1,73,1,9,9,52.0,81,9,657,23.0,1125.3333333333333
3,87,1,5,9,71.0,25,15,783,26.0,1660.0
6,73,1,6,0,59.0,36,36,0,21.25,1198.25
8,90,1,4,3,90.0,16,32,270,26.25,1810.9166666666665
4,77,1,6,5,58.0,36,24,385,23.0,1296.6666666666665
5,40,1,4,5,25.0,16,20,200,13.5,312.3333333333333
9,82,1,5,1,78.0,25,45,82,24.25,1492.9166666666665
6,89,1,7,8,77.0,49,42,712,27.5,1681.6666666666665
7,81,0,8,0,73.0,64,56,0,24.0,1456.6666666666665
7,70,0,7,3,61.0,49,49,210,21.75,1038.25
4,89,0,4,3,71.0,16,16,267,25.0,1820.6666666666665
4,99,1,6,1,82.0,36,24,99,27.5,2276.333333333333
4,40,0,8,7,25.0,64,32,280,14.75,286.25
5,90,0,5,1,76.0,25,25,90,25.25,1866.9166666666665
5,55,1,9,1,39.0,81,45,55,17.5,635.6666666666666
8,97,0,8,1,91.0,64,64,97,28.5,2096.333333333333
9,78,1,6,0,73.0,36,54,0,23.25,1346.25
2,54,0,7,4,34.0,49,14,216,16.75,620.9166666666666
7,72,0,4,3,64.0,16,28,216,21.5,1136.3333333333333
1,62,0,7,1,36.0,49,7,62,17.75,878.25
1,92,0,8,0,67.0,64,8,0,25.25,1992.9166666666665
4,80,0,9,0,63.0,81,36,0,23.25,1444.9166666666665
7,73,1,6,1,64.0,36,42,73,21.75,1174.25
2,56,0,4,0,29.0,16,8,0,15.5,731.6666666666666
2,64,1,6,8,41.0,36,12,512,20.0,866.6666666666666
1,95,0,6,1,70.0,36,6,95,25.75,2136.9166666666665
2,81,1,9,2,57.0,81,18,162,23.5,1480.3333333333333
7,45,0,8,8,36.0,64,56,360,17.0,348.66666666666663
9,70,0,7,4,67.0,49,63,280,22.5,1007.0
6,44,0,6,7,29.0,36,36,308,15.75,354.91666666666663
2,79,0,6,6,58.0,36,12,474,23.25,1384.9166666666665
9,79,0,6,5,77.0,36,54,395,24.75,1310.9166666666665
7,69,1,4,1,60.0,16,28,69,20.25,1062.25
1,44,0,6,3,16.0,36,6,132,13.5,417.66666666666663
9,51,0,6,8,50.0,36,54,408,18.5,471.0
2,46,1,8,6,25.0,64,16,276,15.5,419.66666666666663
4,84,0,6,2,68.0,36,24,168,24.0,1602.6666666666665
9,52,0,9,5,52.0,81,81,260,18.75,494.91666666666663
4,88,0,9,7,72.0,81,36,616,27.0,1658.0
3,43,0,6,7,21.0,36,18,301,14.75,357.5833333333333
1,89,0,9,7,63.0,81,9,623,26.5,1747.6666666666665
7,81,1,8,7,74.0,64,56,567,25.75,1356.9166666666665
6,42,0,4,9,24.0,16,24,378,15.25,322.25
4,51,1,9,5,33.0,81,36,255,17.25,510.91666666666663
6,40,0,9,9,29.0,81,54,360,16.0,258.0
6,66,0,7,2,53.0,49,42,132,20.25,934.9166666666666
4,82,1,8,8,68.0,64,32,656,25.5,1422.3333333333333
6,89,0,9,2,75.0,81,54,178,26.5,1744.3333333333333
8,52,0,4,3,41.0,16,32,156,16.75,556.9166666666666
3,56,1,7,9,34.0,49,21,504,18.75,622.9166666666666
4,47,0,6,0,29.0,36,24,0,14.25,482.91666666666663
1,71,0,8,1,44.0,64,8,71,20.25,1155.5833333333333
4,59,1,9,5,42.0,81,36,295,19.25,706.9166666666666
9,90,1,6,0,90.0,36,54,0,26.25,1820.25
8,56,0,8,8,52.0,64,64,448,20.0,576.0
4,73,0,7,7,55.0,49,28,511,22.75,1124.25
7,74,0,9,1,63.0,81,63,74,22.75,1178.9166666666665
3,74,1,4,1,56.0,16,12,74,20.5,1273.6666666666665
9,77,1,8,7,76.0,64,72,539,25.25,1190.9166666666665
4,81,0,4,7,62.0,16,16,567,24.0,1446.0
2,63,0,6,0,39.0,36,12,0,17.75,916.25
5,93,0,6,4,78.0,36,30,372,27.0,1936.6666666666665
2,57,1,7,1,35.0,49,14,57,16.75,726.9166666666666
6,89,1,7,0,74.0,49,42,0,25.5,1801.6666666666665
1,85,1,5,2,58.0,25,5,170,23.25,1697.5833333333333
6,87,0,5,2,72.0,25,30,174,25.0,1711.3333333333333
4,78,0,7,9,62.0,49,28,702,24.5,1276.3333333333333
3,72,0,9,8,52.0,81,27,576,23.0,1074.0
2,88,1,6,9,65.0,36,12,792,26.25,1702.9166666666665
7,62,0,4,0,50.0,16,28,0,18.25,858.9166666666666
9,64,1,7,1,61.0,49,63,64,20.25,862.25
3,76,0,9,8,57.0,81,27,608,24.0,1208.6666666666665
6,66,1,4,4,51.0,16,24,264,20.0,941.3333333333333
9,40,0,5,8,37.0,25,45,320,15.5,269.66666666666663
2,60,0,4,5,40.0,16,8,300,17.75,794.9166666666666
7,98,1,7,9,91.0,49,49,882,30.25,2040.9166666666665
5,88,0,6,9,77.0,36,30,792,27.0,1656.6666666666665
5,49,1,7,2,31.0,49,35,98,15.75,495.5833333333333
7,70,0,8,7,61.0,64,56,490,23.0,982.0
9,83,0,9,8,85.0,81,81,664,27.25,1381.5833333333333
4,64,0,9,1,47.0,81,36,64,19.5,891.0
9,59,1,9,8,57.0,81,81,472,21.25,633.5833333333333
9,96,0,8,3,95.0,64,72,288,29.0,2002.0
4,41,1,8,7,23.0,64,32,287,15.0,303.3333333333333
3,94,0,6,4,74.0,36,18,376,26.75,2011.5833333333333
2,87,0,9,5,67.0,81,18,435,25.75,1675.5833333333333
9,54,1,7,3,52.0,49,63,162,18.25,574.25
2,67,0,8,4,50.0,64,16,268,20.25,977.5833333333333
6,52,0,7,0,38.0,49,42,0,16.25,577.5833333333333
5,89,1,5,2,76.0,25,25,178,25.25,1808.25
5,99,1,9,3,88.0,81,45,297,29.0,2184.0
4,91,0,8,0,73.0,64,32,0,25.75,1902.9166666666665
6,93,1,8,2,81.0,64,48,186,27.25,1927.5833333333333
5,53,1,6,3,41.0,36,30,159,16.75,585.5833333333333
4,89,0,7,8,72.0,49,28,712,27.0,1711.3333333333333
9,41,1,6,2,39.0,36,54,82,14.5,320.3333333333333
6,73,1,6,2,62.0,36,36,146,21.75,1170.9166666666665
3,74,0,7,3,54.0,49,21,222,21.75,1216.9166666666665
6,76,1,5,8,68.0,25,30,608,23.75,1214.9166666666665
1,64,1,7,8,40.0,49,7,512,20.0,870.0
5,87,0,5,0,72.0,25,25,0,24.25,1755.5833333333333
6,93,0,6,7,83.0,36,36,651,28.0,1878.0
8,54,1,5,9,49.0,25,40,486,19.0,547.3333333333333
9,51,0,9,0,47.0,81,81,0,17.25,524.25
3,48,1,5,1,27.0,25,15,48,14.25,508.91666666666663
2,97,1,5,9,76.0,25,10,873,28.25,2108.9166666666665
4,70,1,8,4,55.0,64,32,280,21.5,1049.0
8,53,1,8,5,49.0,64,64,265,18.5,531.0
8,68,0,6,1,69.0,36,48,68,20.75,1000.9166666666666
3,92,0,7,9,72.0,49,21,828,27.75,1840.9166666666665
4,87,1,5,4,66.0,25,20,348,25.0,1708.6666666666665
3,82,0,9,2,62.0,81,27,164,24.0,1504.6666666666665
2,77,1,8,6,55.0,64,16,462,23.25,1290.25
4,81,1,7,0,65.0,49,28,0,23.0,1503.3333333333333
6,99,0,9,4,88.0,81,54,396,29.5,2151.0
5,47,0,5,2,32.0,25,25,94,14.75,464.25
3,87,1,7,1,66.0,49,21,87,24.5,1742.3333333333333
2,42,0,9,2,20.0,81,18,84,13.75,365.5833333333333
9,41,1,4,9,35.0,16,36,369,15.75,288.91666666666663
1,55,0,9,3,30.0,81,9,165,17.0,653.3333333333333
9,58,0,9,1,54.0,81,81,58,19.25,681.5833333333333
1,69,1,5,1,42.0,25,5,69,19.0,1114.6666666666665
7,80,0,7,2,67.0,49,49,160,24.0,1399.3333333333333
6,55,0,5,1,43.0,25,30,55,16.75,654.9166666666666
7,70,1,5,5,60.0,25,35,350,21.75,1035.5833333333333
3,93,1,4,1,72.0,16,12,93,25.25,2041.5833333333333
3,97,1,9,0,79.0,81,27,0,27.25,2176.25
1,67,1,7,7,41.0,49,7,469,20.5,969.0
4,43,1,6,9,25.0,36,24,387,15.5,340.3333333333333
2,49,1,8,3,23.0,64,16,147,15.5,505.66666666666663
8,90,0,5,1,82.0,25,40,90,26.0,1828.6666666666665
3,84,1,5,3,67.0,25,15,252,23.75,1614.25
7,57,1,5,1,48.0,25,35,57,17.5,699.6666666666666
7,86,1,5,4,74.0,25,35,344,25.5,1628.3333333333333
9,71,0,8,6,70.0,64,72,426,23.5,1004.3333333333333
6,69,1,6,5,60.0,36,36,345,21.5,1003.0
1,75,1,4,1,46.0,16,4,75,20.25,1334.25
8,48,0,6,3,41.0,36,48,144,16.25,452.25
1,75,0,8,7,50.0,64,8,525,22.75,1222.9166666666665
3,68,1,7,6,49.0,49,21,408,21.0,984.6666666666666
5,55,0,4,6,40.0,16,20,330,17.5,625.6666666666666
8,67,0,4,3,61.0,16,32,201,20.5,965.6666666666666
9,60,1,7,0,56.0,49,63,0,19.0,762.0
7,86,1,9,6,82.0,81,63,516,27.0,1548.6666666666665
9,95,1,5,5,88.0,25,45,475,28.5,1969.0
3,41,0,8,7,19.0,64,24,287,14.75,310.91666666666663
5,99,1,7,4,89.0,49,35,396,28.75,2194.9166666666665
8,98,0,6,7,92.0,36,48,686,29.75,2070.9166666666665
1,85,1,6,9,62.0,36,6,765,25.25,1597.5833333333333
8,74,0,9,7,70.0,81,72,518,24.5,1089.6666666666665
7,93,1,7,8,88.0,49,49,744,28.75,1834.9166666666665
1,67,0,8,0,42.0,64,8,0,19.0,1036.6666666666665
6,94,1,9,2,89.0,81,54,188,27.75,1958.9166666666665
1,75,1,9,5,51.0,81,9,375,22.5,1235.6666666666665
2,70,1,9,3,48.0,81,18,210,21.0,1076.6666666666665
5,72,0,4,7,59.0,16,20,504,22.0,1112.6666666666665
2,62,0,4,9,40.0,16,8,558,19.25,820.9166666666666
1,99,1,5,0,71.0,25,5,0,26.25,2356.9166666666665
6,80,0,8,4,71.0,64,48,320,24.5,1371.6666666666665
8,56,1,6,3,50.0,36,48,168,18.25,637.5833333333333
8,85,0,6,0,78.0,36,48,0,24.75,1624.9166666666665
8,88,1,5,9,84.0,25,40,792,27.5,1629.6666666666665
6,40,0,6,5,29.0,36,36,200,14.25,294.91666666666663
3,81,0,9,9,63.0,81,27,729,25.5,1377.0
1,62,0,5,2,34.0,25,5,124,17.5,883.0
2,87,0,5,4,68.0,25,10,348,24.5,1737.6666666666665
5,66,0,7,5,52.0,49,35,330,20.75,910.9166666666666
5,64,1,4,3,51.0,16,20,192,19.0,900.6666666666666
1,71,0,8,9,46.0,64,8,639,22.25,1068.9166666666665
1,58,0,8,9,32.0,64,8,522,19.0,688.6666666666666
9,63,0,4,5,61.0,16,36,315,20.25,816.9166666666666
2,96,0,9,6,74.0,81,18,576,28.25,2048.25
7,42,1,8,1,29.0,64,56,42,14.5,345.66666666666663
4,99,0,6,6,82.0,36,24,594,28.75,2194.25
7,51,0,6,6,43.0,36,42,306,17.5,499.0
8,74,1,8,1,67.0,64,64,74,22.75,1178.25
5,54,1,7,2,38.0,49,35,108,17.0,612.6666666666666
1,56,0,8,2,30.0,64,8,112,16.75,694.25
4,89,1,5,0,69.0,25,20,0,24.5,1853.6666666666665
3,71,0,9,0,52.0,81,27,0,20.75,1136.25
5,46,0,5,9,33.0,25,25,414,16.25,396.91666666666663
6,58,1,4,5,48.0,16,24,290,18.25,702.9166666666666
2,46,0,9,8,23.0,81,18,368,16.25,402.91666666666663
7,44,1,9,8,41.0,81,63,352,17.0,324.66666666666663
3,97,1,6,0,78.0,36,18,0,26.5,2215.0
1,79,0,9,6,53.0,81,9,474,23.75,1367.5833333333333
3,60,0,7,5,39.0,49,21,300,18.75,758.9166666666666
9,87,1,8,3,84.0,64,72,261,26.75,1620.25
6,87,0,5,2,70.0,25,30,174,25.0,1711.3333333333333
6,90,1,6,8,83.0,36,36,720,27.5,1737.0
4,96,1,6,9,81.0,36,24,864,28.75,2014.25
8,86,1,7,4,82.0,49,56,344,26.25,1589.5833333333333
5,46,1,7,7,33.0,49,35,322,16.25,394.25
7,76,0,7,3,64.0,49,49,228,23.25,1240.25
9,62,0,7,3,59.0,49,63,186,20.25,780.9166666666666
5,50,0,5,5,36.0,25,25,250,16.25,506.25
5,49,0,7,5,36.0,49,35,245,16.5,470.3333333333333
4,96,0,6,2,81.0,36,24,192,27.0,2118.6666666666665
6,60,0,6,1,47.0,36,36,60,18.25,780.25
2,94,1,9,8,69.0,81,18,752,28.25,1930.9166666666665
3,98,0,8,1,80.0,64,24,98,27.5,2217.6666666666665
1,80,1,6,8,55.0,36,6,640,23.75,1414.9166666666665
2,72,1,6,7,54.0,36,12,504,21.75,1126.9166666666665
2,59,1,5,9,40.0,25,10,531,18.75,728.25
8,72,0,9,6,70.0,81,72,432,23.75,1036.25
8,79,1,6,4,71.0,36,48,316,24.25,1334.9166666666665
2,74,0,4,2,47.0,16,8,148,20.5,1273.0
6,73,1,6,1,62.0,36,36,73,21.5,1184.3333333333333
5,75,0,8,7,59.0,64,40,525,23.75,1168.9166666666665
3,66,0,8,1,48.0,64,24,66,19.5,969.6666666666666
5,58,0,9,7,47.0,81,45,406,19.75,652.9166666666666
5,82,0,9,4,72.0,81,45,328,25.0,1448.6666666666665
5,44,0,7,8,32.0,49,35,352,16.0,350.0
3,68,1,5,3,47.0,25,15,204,19.75,1035.5833333333333
3,95,0,8,7,76.0,64,24,665,28.25,1984.9166666666665
4,49,0,4,6,29.0,16,16,294,15.75,492.25
7,95,1,4,7,87.0,16,28,665,28.25,1982.25
2,98,0,7,4,71.0,49,14,392,27.75,2197.583333333333
4,94,0,5,1,75.0,25,20,94,26.0,2058.0
4,79,0,5,6,63.0,25,20,474,23.5,1369.6666666666665
1,52,0,9,2,28.0,81,9,104,16.0,588.6666666666666
8,68,0,6,9,64.0,36,48,612,22.75,911.5833333333333
1,44,1,4,9,16.0,16,4,396,14.5,397.66666666666663
8,97,0,4,9,89.0,16,32,873,29.5,2029.6666666666665
7,97,1,4,9,90.0,16,28,873,29.25,2044.25
9,98,0,4,1,91.0,16,36,98,28.0,2188.6666666666665
8,51,1,8,2,43.0,64,64,102,17.25,514.25
5,98,1,5,3,84.0,25,25,294,27.75,2194.25
8,52,1,6,9,47.0,36,48,468,18.75,492.91666666666663
3,61,0,8,6,47.0,64,24,366,19.5,769.6666666666666
7,79,0,5,9,71.0,25,35,711,25.0,1298.6666666666665
4,54,1,7,0,37.0,49,28,0,16.25,641.5833333333333
5,52,0,4,5,35.0,16,20,260,16.5,560.3333333333333
9,40,0,6,5,38.0,36,54,200,15.0,280.66666666666663
7,93,1,5,7,85.0,25,35,651,28.0,1878.6666666666665
4,77,0,7,1,58.0,49,28,77,22.25,1338.25
6,82,1,4,1,69.0,16,24,82,23.25,1538.25
7,84,0,7,0,74.0,49,49,0,24.5,1584.3333333333333
9,92,1,7,2,89.0,49,63,184,27.5,1857.6666666666665
4,91,0,8,6,80.0,64,32,546,27.25,1808.9166666666665
3,40,0,7,7,21.0,49,21,280,14.25,298.25
8,50,1,8,6,45.0,64,64,300,18.0,456.0
1,97,1,9,8,74.0,81,9,776,28.75,2082.9166666666665
9,82,0,8,7,77.0,64,72,574,26.5,1369.6666666666665
1,79,1,7,7,51.0,49,7,553,23.5,1377.0
2,61,1,5,1,38.0,25,10,61,17.25,853.5833333333333
8,74,1,7,0,69.0,49,56,0,22.25,1202.9166666666665
9,99,1,7,5,98.0,49,63,495,30.0,2118.6666666666665
7,90,1,5,6,85.0,25,35,540,27.0,1764.6666666666665
3,83,0,4,5,62.0,16,12,415,23.75,1560.9166666666665
7,45,1,6,6,38.0,36,42,270,16.0,374.0
6,67,1,9,7,57.0,81,54,469,22.25,891.5833333333333
2,70,1,4,1,41.0,16,8,70,19.25,1146.25
3,94,1,7,0,76.0,49,21,0,26.0,2063.333333333333
5,47,0,4,9,30.0,16,20,423,16.25,424.91666666666663
4,44,1,6,7,28.0,36,24,308,15.25,368.91666666666663
2,81,0,4,7,56.0,16,8,567,23.5,1473.6666666666665
4,93,0,6,7,77.0,36,24,651,27.5,1908.3333333333333
8,87,1,4,9,85.0,16,32,783,27.0,1604.6666666666665
5,83,1,8,6,72.0,64,40,498,25.5,1471.0
5,56,0,7,1,42.0,49,35,56,17.25,673.5833333333333
3,77,0,6,3,56.0,36,18,231,22.25,1334.25
8,48,0,9,8,43.0,81,72,384,18.25,393.5833333333333
6,49,1,7,7,38.0,49,42,343,17.25,448.25
2,59,0,8,3,38.0,64,16,177,18.0,754.0
2,53,1,4,7,30.0,16,8,371,16.5,596.3333333333333
9,53,0,7,9,52.0,49,63,477,19.5,499.66666666666663
7,65,0,4,5,55.0,16,28,325,20.25,891.5833333333333
9,68,1,4,8,67.0,16,36,544,22.25,934.9166666666666
6,88,1,7,0,78.0,49,42,0,25.25,1759.5833333333333
5,66,0,6,5,51.0,36,30,330,20.5,920.3333333333333
1,64,1,6,3,39.0,36,6,192,18.5,924.3333333333333
6,55,1,7,2,46.0,49,42,110,17.5,629.6666666666666
6,75,0,6,4,67.0,36,36,300,22.75,1214.25
3,73,1,5,9,52.0,25,15,657,22.5,1139.6666666666665
3,55,1,4,7,36.0,16,12,385,17.25,636.25
3,72,0,7,9,54.0,49,21,648,22.75,1084.25
3,42,0,9,5,25.0,81,27,210,14.75,336.25
7,62,1,8,0,53.0,64,56,0,19.25,824.9166666666666
2,50,1,7,5,28.0,49,14,250,16.0,518.0
2,87,1,7,6,64.0,49,14,522,25.5,1685.6666666666665
3,97,0,4,5,77.0,16,12,485,27.25,2162.9166666666665
7,57,0,8,2,46.0,64,56,114,18.5,665.6666666666666
3,86,1,4,8,69.0,16,12,688,25.25,1644.9166666666665
7,80,1,9,9,74.0,81,63,720,26.25,1284.9166666666665
9,83,1,6,9,85.0,36,54,747,26.75,1408.25
4,68,0,7,3,49.0,49,28,204,20.5,1005.6666666666666
7,98,0,4,4,89.0,16,28,392,28.25,2164.25
9,89,1,9,4,88.0,81,81,356,27.75,1672.9166666666665
8,44,1,9,2,40.0,81,72,88,15.75,364.25
8,63,1,5,1,58.0,25,40,63,19.25,858.9166666666666
9,68,1,7,7,63.0,49,63,476,22.75,910.9166666666666
5,68,0,9,6,57.0,81,45,408,22.0,943.3333333333333
5,99,1,6,4,87.0,36,30,396,28.5,2209.6666666666665
3,65,1,4,0,40.0,16,12,0,18.0,984.6666666666666
5,79,0,4,9,67.0,16,20,711,24.25,1336.9166666666665
8,42,1,5,0,32.0,25,40,0,13.75,365.5833333333333
5,41,1,6,7,27.0,36,30,287,14.75,306.91666666666663
4,64,1,9,3,47.0,81,36,192,20.0,867.3333333333333
8,58,1,5,3,51.0,25,40,174,18.5,697.6666666666666
7,79,1,9,8,72.0,81,63,632,25.75,1260.9166666666665
6,41,1,9,1,31.0,81,54,41,14.25,328.91666666666663
5,58,0,7,4,42.0,49,35,232,18.5,695.0
5,40,1,8,5,28.0,64,40,200,14.5,291.0
2,66,0,9,5,45.0,81,18,330,20.5,928.3333333333333
4,93,0,4,9,75.0,16,16,837,27.5,1912.3333333333333
8,84,0,9,2,81.0,81,72,168,25.75,1517.5833333333333
8,94,0,5,9,88.0,25,40,846,29.0,1880.6666666666665
1,91,1,9,5,67.0,81,9,455,26.5,1859.6666666666665
2,88,1,4,9,62.0,16,8,792,25.75,1730.9166666666665
5,74,1,4,9,59.0,16,20,666,23.0,1160.6666666666665
9,80,1,5,4,75.0,25,45,320,24.5,1373.6666666666665
7,44,0,4,7,30.0,16,28,308,15.5,363.0
5,77,0,6,3,62.0,36,30,231,22.75,1309.5833333333333
1,43,0,6,9,17.0,36,6,387,14.75,365.5833333333333
6,56,1,8,9,47.0,64,48,504,19.75,585.5833333333333
8,92,0,6,2,87.0,36,48,184,27.0,1884.0
7,60,1,5,5,51.0,25,35,300,19.25,738.9166666666666
2,92,0,9,9,72.0,81,18,828,28.0,1831.3333333333333
